//ID	Skill Name	Identify if it is a lifeskill	Class	Left Handed Requirement	Right hand weapon restriction	Body Armor Requirement	Conch usage test	Skill Phase	Skill Type	Useful/Harmful	Learning Level	Prerequisite	Skill Points Consumption	Discharged Status	Apply point	Cast Range	Process target	Attack mode	Angle	Radius	Skill region shape	Skill prophase management formula	Skill adds surface status formula	Skill SP Formula	Durability consumption formula	Top-up consumption formula	Skill Region Formula	Discharge phase formula	effect phase formula	Positive effect forumala	Opposing effect formula	Bind status ID can be removed manually	Self parameter	Self Effect	Consumable	Duration	Target parameter	Splash parameter	Duration on target	Splash Persists Effect	Morph ID	Summon ID	Discharge Duration	Repeated Discharge Duration	Damage Effect	Play Action	action	keyframe	Attack Sound Effect	character dummy	Character Effect	Base Standard Value	item dummy	Item Effect	Item Effect 2	Path of Flight keyfram	character dummy	item dummy	Path of Flight Effect	Path of Flight speed	Attacked Sound Effect	dummy	Character attacked effect	Effect duration point	Surface attacked effect	Water Surface Effect	ICON	Skill Play Count	Operation Execute Command	Description	Effect	Consumption	Remark
0274	Танец ледяного дракона	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	0	-1	-1	1	1	1	0	4	2	0	0	4	0	0	SkillSp_BHSD	0	0	SkillArea_Circle_BHSD	0	Skill_BHSD_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_BHSD	1	1	11	-1	40	-1	380	0	0	0,0	0,0	0	9	-1	0	0	-1	2	131	0	0	0	s0225.tga	0	0	Навык монстра	Навык монстра	0	0
0275	Террор черного дракона	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	0	-1	-1	1	1	1	300	4	1	0	0	0	0	0	SkillSp_HLKJ	0	0	0	0	Skill_HLKJ_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_HLKJ	1	1	11	-1	40	-1	379	0	0	0,0	0,0	0	9	-1	0	0	-1	2	101	0	0	0	t7564.tga	0	0	Навык монстра	Навык монстра	0	0
0276	Рык черного дракона	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	0	-1	-1	1	1	1	0	4	2	0	0	4	0	0	SkillSp_HLLM	0	0	SkillArea_Circle_HLLM	0	Skill_HLLM_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_HLLM	1	1	11	-1	40	-1	808	0	0	0,0	0,0	0	9	-1	0	0	-1	2	198	0	0	0	s0225.tga	0	0	Навык монстра	Навык монстра	0	0
0277	Полет черного дракона	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	0	-1	-1	1	1	1	0	4	2	0	0	4	0	0	SkillSp_BlackDrgWing	0	0	SkillArea_Circle_BlackDrgWing	0	Skill_BlackDrgWing_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_BlackDrgWing	1	1	12	-1	40	-1	804	0	0	0,0	0,0	0	9	-1	0	0	-1	2	101	0	0	0	s0225.tga	0	0	Навык монстра	Навык монстра	0	0
0278	Дыхание черного дракона	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	0	-1	-1	1	1	1	600	4	2	0	0	2	0	0	SkillSp_BlackDrgDeadHit	0	0	SkillArea_Sector_BlackDrgDeadHit	0	Skill_BlackDrgDeadHit_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_BlackDrgDeadHit	2	1	10	7	44	1	803	0	0	0,0	0,0	0	9	-1	1059	1500	45	2	267	0	0	0	s0107.tga	0	0	Навык монстра	Навык монстра	0	0
0279	Воскрешение	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	1	-1	-1	1	1	1	0	1	1	0	0	0	0	0	SkillSp_BlackHeal	0	0	0	0	Skill_BlackHeal_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_BlackHeal	1	1	11	0	72	-1	113	0	-1	0,0	0,0	-1	-1	-1	0	0	73	2	114	-2	0	0	s0097.tga	0	0	Навык монстра	Навык монстра	0	0
0280	Тело Феи	2	-1,10	1,-1	1,-1	1,-1	-1	-1	1	1	-1	-1	0	1	1	0	1	1	0	0	0	0	0	SkillSp_JLFT	0	0	0	Skill_JLFT_BEGIN	Skill_JLFT_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_JLFT	1	1	12	0	46	2	117	0	-1	0,0	0,0	-1	-1	-1	0	0	-1	-1	0	-2	236	0	s0234.tga	0	0	Character Skill	Attribute bonus from new generation of pet fairies	Stamina consumption is determined by pet level and skill level. Fixed consumption of 20 SP.	0	
0281	Рык черного дракона	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	0	-1	-1	1	1	1	0	4	2	0	0	4	0	0	SkillSp_BlackHx	0	0	SkillArea_Circle_BlackHx	0	Skill_BlackHx_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_BlackHx	1	1	12	-1	-1	-1	881	0	0	0,0	0,0	-1	-1	-1	0	0	-1	-1	882	-2	0	0	s0127.tga	0	0	Навык монстра	Навык монстра	0	0
0282	Воздушный удар черного дракона	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	0	-1	-1	1	1	1	800	4	1	0	0	0	0	0	SkillSp_BlackLj	0	0	0	0	Skill_BlackLj_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_BlackLj	2	1	12	-1	102	1	883	0	0	0,0	0,0	0	5	-1	1061	1600	103	2	0	-1	0	0	s0214.tga	0	0	Навык монстра	Навык монстра	0	0
0283	Иллюзорный удар черного дракона	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	0	-1	-1	1	1	1	800	4	1	0	0	0	0	0	SkillSp_BlackHyz	0	0	0	0	Skill_BlackHyz_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_BlackHyz	2	1	12	-1	40	2	886	0	0	0,0	0,0	0	5	-1	1060	1600	41	2	888	-1	0	0	s0081.tga	0	0	Навык монстра	Навык монстра	0	0
0284	Огненный шар черного дракона	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	0	-1	-1	1	1	1	1000	4	1	0	0	0	0	0	SkillSp_BlackYq	0	0	0	0	Skill_BlackYq_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_BlackYq	2	1	7	-1	56	1	889	0	0	0,0	0,0	0	5	-1	1062	1600	57	2	891	-1	892	0	s0087.tga	0	0	Навык монстра	Deals magical damage. Damage is determined by skill level and Spirit	0	0
0285	Призыв черного дракона	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	1	-1	-1	1	1	1	0	1	2	0	0	4	0	0	0	0	0	SkillArea_Circle_BlackZh	0	Skill_BlackZh_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_BlackZh	0	1	11	-1	40	-1	893	0	0	0,0	0,0	0	9	-1	0	0	-1	2	0	0	0	0	s0225.tga	0	0	Навык монстра	Навык монстра	0	0
0286	Магма мертвой души	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	0	-1	-1	1	2	2	1000	4	1	0	0	0	0	0	0	0	0	0	0	Skill_wlrsd_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_wlrsd	2	1	11	-1	146	-1	284	0	0	0,0	0,0	0	2	-1	1063	1600	147	-1	900	0	0	315	s0225.tga	0	0	Навык монстра	Навык монстра	0	0
0287	Акселирация мертвой души	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	1	-1	-1	1	2	2	0	1	1	0	0	0	0	0	0	0	0	0	0	Skill_wljs_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_wljs	0	1	11	-1	40	-1	0	0	0	0,0	0,0	0	-1	-1	0	0	57	-1	0	0	0	0	s0225.tga	0	0	Навык монстра	Навык монстра	0	0
0288	Атака огнестрельным оружием	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	0	-1	-1	1	1	1	1000	4	1	0	0	0	0	0	0	0	0	0	0	Skill_hqgj_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_hqgj	1	1	7,8,9	0	70	10	905	0	0	0,0	0,0	0	9	-1	0	0	57	2	909	-2	0	0	s0225.tga	0	0	Навык монстра	Навык монстра	0	0
0289	Попадание мертвой души	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	0	-1	-1	1	1	1	200	4	1	0	0	0	0	0	0	0	0	0	0	Skill_wljy_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_wljy	1	1	11	-1	40	9	0	0	0	0,0	0,0	0	9	-1	0	0	57	2	902	0	0	0	t2145.tga	0	0	Навык монстра	Навык монстра	0	0
0290	Лазер	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	0	-1	-1	1	1	1	1000	4	1	0	0	0	0	0	0	0	0	0	0	Skill_jgs_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_jgs	2	1	11	-1	40	1	903	0	0	0,0	0,0	0	1	-1	0	0	71	2	904	0	0	0	s0225.tga	0	0	Навык монстра	Навык монстра	0	0
0291	Ядовитый дротик мертвой души	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	0	-1	-1	1	1	3	1000	4	1	0	0	0	0	0	0	0	0	0	0	Skill_wldb_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_wldb	2	1	10	-1	40	-1	249	0	0	0,0	0,0	0	9	-1	2004	1600	57	2	198	0	0	0	s0225.tga	0	0	Навык монстра	Навык монстра	0	0
0292	Призыв мертвой души	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	1	-1	-1	1	1	1	0	1	2	0	0	4	0	0	0	0	0	SkillArea_Circle_wlzh	0	Skill_wlzh_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_wlzh	0	1	11	-1	40	-1	906	0	0	0,0	0,0	0	5	-1	0	0	57	2	0	0	0	0	s0225.tga	0	0	Навык монстра	Навык монстра	0	0
0293	Точный выстрел	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	0	-1	-1	1	1	1	1000	4	1	0	0	0	0	0	0	0	0	0	0	Skill_ycbp_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_ycbp	1	1	11	-1	40	-1	0	0	0	0,0	0,0	0	5	-1	0	0	147	2	907	0	0	0	s0225.tga	0	0	Навык монстра	Навык монстра	0	0
0294	Атака Клода	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	0	-1	-1	1	1	1	1000	4	2	0	0	4	0	SkillArea_State_ywgj	0	0	0	SkillArea_Circle_ywgj	0	Skill_ywgj_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_ywgj	1	1	11	-1	112	-1	281	0	0	0,0	0,0	0	5	-1	0	0	57	2	282	0	0	0	s0225.tga	0	0	Навык монстра	Навык монстра	0	0
0295	Обреченный скелет	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	0	-1	-1	1	2	2	800	4	1	0	0	0	0	0	0	0	0	0	0	Skill_klcs_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_klcs	1	1	11	0	104	-1	0	0	0	0,0	0,0	0	5	-1	0	0	105	-1	910	0	0	0	s0225.tga	0	0	Навык монстра	Навык монстра	0	0
0296	Мифическая телепортация	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	0	-1	-1	1	2	2	1000	4	1	0	0	0	0	0	0	0	0	0	0	Skill_lyyd_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_lyyd	0	1	11	-1	40	-1	911	0	0	0,0	0,0	0	5	-1	0	0	57	-1	911	0	0	0	s0225.tga	0	0	Навык монстра	Навык монстра	0	0
0297	Щит скелетов	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	1	-1	-1	1	2	3	0	1	1	0	0	0	0	0	0	0	0	0	0	Skill_klhd_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_klhd	1	1	11	-1	40	-1	0	0	0	0,0	0,0	0	5	-1	0	0	57	-1	0	0	0	0	s0225.tga	0	0	Навык монстра	Навык монстра	0	0
0298	Атака зла	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	0	-1	-1	1	2	3	1000	4	1	0	0	0	0	0	0	0	0	0	0	Skill_xegj_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_xegj	2	1	11	-1	114	-1	0	0	-1	0,0	0,0	-1	2	-1	1064	1600	93	-1	923	0	0	0	s0225.tga	0	0	Навык монстра	Навык монстра	0	0
0299	Ярость мертвой души	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	0	-1	-1	1	1	1	150	4	1	0	0	0	0	0	0	0	0	0	0	Skill_wllk_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_wllk	1	1	11	-1	40	1	913	0	0	0,0	0,0	0	5	-1	0	0	41	2	0	0	0	0	s0225.tga	0	0	Навык монстра	Навык монстра	0	0
0301	Рык мертвой души	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	1	-1	-1	1	1	1	0	1	2	0	0	0	0	0	0	0	0	0	0	Skill_wlnh_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_wlnh	1	1	11	-1	40	-1	914	0	0	0,0	0,0	0	5	-1	0	0	57	2	0	0	0	0	s0225.tga	0	0	Навык монстра	Навык монстра	0	0
0302	Насмешка мертвой души	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	0	-1	-1	1	1	1	0	4	2	0	0	4	0	0	0	0	0	SkillArea_Circle_wlcx	0	Skill_wlcx_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_wlcx	1	1	10	-1	40	-1	915	0	0	0,0	0,0	0	5	-1	0	0	57	2	0	0	0	0	s0225.tga	0	0	Навык монстра	Навык монстра	0	0
0303	Жажда крови	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	0	-1	-1	1	1	1	0	4	2	0	0	4	0	0	0	0	0	SkillArea_Circle_zzzx	0	Skill_zzzx_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_zzzx	1	1	12	-1	40	-1	925	0	0	0,0	0,0	0	5	-1	0	0	-1	2	916	0	0	0	s0225.tga	0	0	Навык монстра	Навык монстра	0	0
0304	Лунное исцеление	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	0	-1	-1	1	1	1	0	5	1	0	0	0	0	0	0	0	0	0	0	Skill_yghf_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_yghf	1	1	11	-1	72	-1	917	0	0	0,0	0,0	0	5	-1	0	0	73	2	0	0	0	0	s0225.tga	0	0	Навык монстра	Навык монстра	0	0
0305	Водяная атака мертвой души	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	0	-1	-1	1	2	2	1000	4	1	0	0	0	0	0	0	0	0	0	0	Skill_wlsj_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_wlsj	2	1	11	-1	40	-1	0	0	0	0,0	0,0	0	5	-1	1066	1600	93	2	924	0	0	0	s0225.tga	0	0	Навык монстра	Навык монстра	0	0
0306	Воронка мертвой души	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	0	-1	-1	1	2	2	0	4	2	0	0	4	0	SkillArea_State_wlxw	0	0	0	SkillArea_Circle_wlxw	0	Skill_wlxw_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_wlxw	1	1	11	-1	40	-1	278	0	0	0,0	0,0	0	5	-1	0	0	57	2	0	0	918	0	s0225.tga	0	0	Навык монстра	Навык монстра	0	0
0307	Водоросли мертвой души	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	0	-1	-1	1	2	3	1000	4	2	0	0	3	0	SkillArea_State_wllm	0	0	0	SkillArea_Circle_wllm	0	Skill_wllm_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_wllm	1	1	11	-1	114	-1	288	0	0	0,0	0,0	-1	-1	-1	0	0	115	-1	289	0	290	0	s0225.tga	0	0	Навык монстра	Навык монстра	0	0
0308	Атака бомбой	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	0	-1	-1	1	1	1	1000	4	1	0	0	0	0	0	0	0	0	0	0	Skill_zdtz_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_zdtz	2	0	12	1	40	-1	0	0	0	0,0	0,0	0	5	-1	1065	1500	147	2	919	0	0	0	s0225.tga	0	0	Навык монстра	Навык монстра	0	0
0309	Духовный дротик	1	-1,10	1,-1	1,-1	1,-1	-1	-1	-1	0	-1	-1	1	1	3	1500	4	1	0	0	0	0	0	0	0	0	0	0	Skill_jsfd_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_jsfd	2	1	7	-1	151	-1	0	0	-1	0,0	0,0	0	2	-1	1024	1600	-1	2	226	0	0	0	s0225.tga	0	0	Навык монстра	Навык монстра	0	0
0310	Физический дротик	1	-1,10	1,-1	1,-1	1,-1	-1	-1	-1	0	-1	-1	1	1	3	1500	4	1	0	0	0	0	0	0	0	0	0	0	Skill_wlfd_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_wlfd	2	1	7	-1	151	-1	0	0	-1	0,0	0,0	0	2	-1	1024	1600	-1	2	226	0	0	0	s0225.tga	0	0	Навык монстра	Навык монстра	0	0
0311	Самоуничтожение	2	-1,10	1,-1	1,-1	1,-1	-1	-1	1	0	-1	-1	0	1	1	0	7	2	0	0	4	0	0	0	0	0	SkillArea_Circle_jlzb	Skill_jlzb_Begin	Skill_jlzb_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_jlzb	1	1	12	0	44	-1	252	0	-1	0,0	0,0	-1	-1	-1	0	0	45	-1	891	-2	892	0	s0235.tga	0	0	Навык феи	Навык нового поколения ручных фей. Наносит урон окружающим целям в зависимости от уровня феи	Поглощает выносливость феи и ЖЗ игрока, чтобы оглушить ударом	0
0312	Навык - Очищение	2	-1,10	1,-1	1,-1	1,-1	-1	0	1	1	-1	-1	1	1	1	1000	5	1	0	0	0	0	0	0	0	0	0	Skill_Jltx1_Begin	Skill_Jltx1_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_Jltx1	1	1	12	-1	88	-1	0	0	0	0,0	0,0	0	9	-1	0	0	-1	-1	0	0	0	0	s0240.tga	0	0	Навык феи	"Применить к цели эффект ""Вонючка"""	1 монетка феи	0
0313	Навык - Белье	2	-1,10	1,-1	1,-1	1,-1	-1	0	1	1	-1	-1	1	1	1	1000	5	1	0	0	0	0	0	0	0	0	0	Skill_Jltx2_Begin	Skill_Jltx2_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_Jltx2	1	1	12	-1	88	-1	0	0	1	0,0	0,0	-1	-1	-1	0	0	-1	-1	0	0	0	0	s0241.tga	0	0	Навык феи	"Применить к цели эффект ""Шорты"""	1 монетка феи	0
0314	Навык - одевание	2	-1,10	1,-1	1,-1	1,-1	-1	0	1	1	-1	-1	1	1	1	1000	5	1	0	0	0	0	0	0	0	0	0	Skill_Jltx3_Begin	Skill_Jltx3_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_Jltx3	1	1	12	-1	88	-1	0	0	1	0,0	0,0	-1	-1	-1	0	0	-1	-1	0	0	0	0	s0242.tga	0	0	Навык феи	"Применить к цели эффект ""Вуаль"""	1 монетка феи	0
0315	Навык - Денежный дождь	2	-1,10	1,-1	1,-1	1,-1	-1	0	1	1	-1	-1	1	1	1	1000	5	1	0	0	0	0	0	0	0	0	0	Skill_Jltx4_Begin	Skill_Jltx4_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_Jltx4	1	1	12	-1	88	-1	0	0	1	0,0	0,0	-1	-1	-1	0	0	-1	-1	0	0	0	0	s0243.tga	0	0	Навык феи	"Применить к противнику эффект ""Падающая монета"""	1 монетка феи	0
0316	Навык - Дурак	2	-1,10	1,-1	1,-1	1,-1	-1	0	1	1	-1	-1	1	1	1	1000	5	1	0	0	0	0	0	0	0	0	0	Skill_Jltx5_Begin	Skill_Jltx5_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_Jltx5	1	1	12	-1	88	-1	0	0	1	0,0	0,0	-1	-1	-1	0	0	-1	-1	0	0	0	0	s0244.tga	0	0	Навык феи	"Применить к цели эффект ""I am an idiot"""	1 монетка феи	0
0317	Навык - превосходство	2	-1,10	1,-1	1,-1	1,-1	-1	0	1	1	-1	-1	1	1	1	1000	5	1	0	0	0	0	0	0	0	0	0	Skill_Jltx6_Begin	Skill_Jltx6_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_Jltx6	1	1	12	-1	88	-1	0	0	1	0,0	0,0	-1	-1	-1	0	0	-1	-1	0	0	0	0	s0245.tga	0	0	Навык феи	"Применить к цели эффект ""Посмотри на меня"""	1 монетка феи	0
0318	Навык - Немой	2	-1,10	1,-1	1,-1	1,-1	-1	0	1	1	-1	-1	1	1	1	1000	5	1	0	0	0	0	0	0	0	0	0	Skill_Jltx7_Begin	Skill_Jltx7_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_Jltx7	1	1	12	-1	88	-1	0	0	1	0,0	0,0	-1	-1	-1	0	0	-1	-1	0	0	0	0	s0246.tga	0	0	Навык феи	"Применить к цели эффект ""Трюкач"	1 монетка феи	0
0319	Навык - Немой	2	-1,10	1,-1	1,-1	1,-1	-1	0	1	1	-1	-1	1	1	1	1000	5	1	0	0	0	0	0	0	0	0	0	Skill_Jltx8_Begin	Skill_Jltx8_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_Jltx8	1	1	12	-1	88	-1	0	0	1	0,0	0,0	-1	-1	-1	0	0	-1	-1	0	0	0	0	s0247.tga	0	0	Навык феи	"рименить к цели эффект ""I look Stupid""."	1 монетка феи	0
0320	Первобытная ярость	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	0	-1	-1	1	1	1	300	4	1	0	0	0	0	0	0	0	0	0	0	Skill_xzlw_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	7	0	-1	-1	0	0	-1	0,0	0,0	-1	-1	-1	0	0	-1	1	927	0	0	0	0	0	0	Навык монстра	Навык монстра	0	0	
0321	Кулинария	0	-1,10	1,-1	1,1	1,-1	-1	1	0	0	-1	-1	1	1	1	0	1	1	0	0	0	0	0	SkillSp_Кулинария	0	0	0	0	Skill_Кулинария_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_Кулинария	1	1	29	0	120	-1	0	0	1	0,0	0,0	0	-1	-1	0	0	-1	0	0	0	0	0	cutting.tga	1	0	Вооружитесь топором, чтобы нарубить бревен	На 1-м уровне можно собирать плоды только с деревьев 1-го класса. Класс деревьев, с которых вы можете собирать плоды, повышаетс	Пассивный	0
0322	Производство	0	-1,10	1,-1	1,1	1,-1	-1	1	0	0	-1	-1	1	1	1	0	1	1	0	0	0	0	0	SkillSp_Making	0	0	0	0	Skill_Making_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_Making	1	1	29	0	120	-1	0	0	1	0,0	0,0	0	-1	-1	0	0	-1	0	0	0	0	0	cutting.tga	1	0	Вооружитесь топором, чтобы нарубить бревен	На 1-м уровне можно собирать плоды только с деревьев 1-го класса. Класс деревьев, с которых вы можете собирать плоды, повышаетс	Пассивный	0
0323	Ремесло	0	-1,10	1,-1	1,1	1,-1	-1	1	0	0	-1	-1	1	1	1	0	1	1	0	0	0	0	0	SkillSp_Founding	0	0	0	0	Skill_Founding_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_Founding	1	1	29	0	120	-1	0	0	1	0,0	0,0	0	-1	-1	0	0	-1	0	0	0	0	0	cutting.tga	1	0	Вооружитесь топором, чтобы нарубить бревен	На 1-м уровне можно собирать плоды только с деревьев 1-го класса. Класс деревьев, с которых вы можете собирать плоды, повышаетс	Пассивный	0
0324	Анализировать	0	-1,10	1,-1	1,1	1,-1	-1	1	0	0	-1	-1	1	1	1	0	1	1	0	0	0	0	0	SkillSp_Dismissing	0	0	0	0	Skill_Dismissing_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_Dismissing	1	1	29	0	120	-1	0	0	1	0,0	0,0	0	-1	-1	0	0	-1	0	0	0	0	0	cutting.tga	1	0	Вооружитесь топором, чтобы нарубить бревен	На 1-м уровне можно собирать плоды только с деревьев 1-го класса. Класс деревьев, с которых вы можете собирать плоды, повышаетс	Пассивный	0
0325	Иллюзорный удар иллюзии	1	-1,10	1,-1	1,-1	1,-1	-1	2	1	0	-1	-1	1	1	3	800	4	1	0	0	0	0	0	SkillSp_HyzHX	0	0	0	0	Skill_HyzHX_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_HyzHX	2	1	14	0	40	2	186	0	0	218,0	0,0	0	9	-1	1018	1600	41	2	195	-1	0	0	s0081.tga	0	0	Damages target from a distance by using your sword	Attack is boosted according to skill level and current attack speed	Fix consumption of 20 SP	0	
0326	Коралловый луч иллюзии	1	-1,10	1,-1	1,-1	1,-1	-1	2	1	0	-1	-1	1	1	1	600	4	2	0	0	1	0	0	SkillSp_BkcjHX	0	0	SkillArea_Line_BkcjHX	0	Skill_BkcjHX_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_BkcjHX	1	1	13	0	106	6,-1	265,266	0,0	0	0,0	0,0	0	-1	-1	0	0	107	2	267	0	0	0	s0216.tga	0	0	Uses Strike Coral to damage targets in a straight line	Damage is determined by skill level and Spirit. Requires Strike Coral to be equipped	Consumes 23 SP at Level 1. Increases by 3 SP per skill level	0	
0327	Выстрел в голову иллюзии	1	-1,10	1,-1	1,-1	1,-1	-1	2	1	0	-1	-1	1	1	1	1000	4	1	0	0	0	0	0	SkillSp_BtHX	0	0	0	0	Skill_BtHX_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_BtHX	2	1	7	0	70	-1	0	0	1	256,-1	257,0	0	-1	-1	0	0	71	2	258	0	0	0	s0096.tga	0	0	Ignore target's defense, dealing maximum damage	Deals 350 direct damage as well as 5%-10% of target's HP at Level 1. Increases damage by 30 per skill level	Consumes 32 SP at Level 1. Increases by 2 SP per skill level	0																																		
0328	Призрачный удар иллюзии	1	-1,10	1,-1	1,-1	1,-1	-1	2	1	0	-1	-1	1	1	1	800	4	1	0	0	0	0	0	SkillSp_XlczHX	0	0	0	0	Skill_XlczHX_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_XlczHX	2	1	11	-1	92	-1	190	0	-1	0,0	0,0	0	9	1	2003	1200	93	2	0	-2	0	0	s0099.tga	0	0	Attacks target with magical damage	Deal magical damage and ignore Physical Defense. Damage determined by skill level and spirit.	Consumes 32 SP at Level 1. Increases by 2 SP per skill level	0																																		
0329	Граната	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	0	-1	-1	1	1	1	1000	4	1	0	0	0	0	0	0	0	0	0	Skill_Shoulei1_Begin	Skill_Shoulei1_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10000	1	1	7,8,9	-1	0	-1	0	0	0	0,0	0,0	0	5	-1	0	0	147	2	907	0	0	0	0	0	0	1135	Навык монстра	0	0																																		
0330	Ослепляющая бомба	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	0	-1	-1	1	1	1	800	4	2	0	0	4	0	0	0	0	0	SkillArea_Circle_ShanGD1	Skill_ShanGD1_Begin	Skill_ShanGD1_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10000	1	1	7,8,9	-1	-1	-1	0	0	0	0,0	0,0	-1	-1	-1	1067	1800	147	-1	0	-2	223	0	0	0	0	1136	Навык монстра	0	0																																		
